Date,Open,High,Low,Close,Volume,SMA_14,EMA_14,RSI_14,MACD,MACD_signal,MACD_hist
1970-01-21,0.004893403927642793,0.004827578624096953,0.004873339114498917,0.0047866351260432965,0.0002305683759687241,0.004854005013691368,0.004796658108640008,0.41696186152986897,0.5774493110633806,0.5817813709345145,0.6259321184957238
1970-01-22,0.004803186419517637,0.004783473796515215,0.004896066783286695,0.0047866351260432965,0.00011040116055684991,0.004857225856438317,0.00478512080607998,0.41696186152986897,0.5772976203436636,0.5817116399758728,0.6256737121401658
1970-01-23,0.004872091220148418,0.004942014454983471,0.004965646462033637,0.0048553024877163896,0.00019160202681919812,0.004865475251394176,0.00478453915629764,0.5131615142587611,0.5772624375411785,0.5816477846367597,0.625731967889418
1970-01-26,0.004848892432344807,0.004783473796515215,0.004851500237227979,0.004742652929059253,0.0003020311503104945,0.004858918863523251,0.004768585800974819,0.3941428184301804,0.577086832129873,0.5815564182943855,0.6254592010603411
1970-01-27,0.004759052140281498,0.004694454306946987,0.004759510315234989,0.004697104414518799,0.00016561746998590334,0.004834152326275353,0.004748512834900733,0.3547805302894192,0.5768891065839638,0.5814379690185552,0.6251906784691846
1970-01-28,0.004713346127454329,0.0047158837711957415,0.004690882913113235,0.0045841415923503805,0.0001266336440023453,0.004802755991635231,0.0047156240431145595,0.2739854757784449,0.5765900063430823,0.5812745990859783,0.62474529794327
1970-01-29,0.004530522076145652,0.0044680121483882005,0.004324764293283298,0.004222823458437309,0.00033124542607222116,0.00475977471691528,0.004637567656181714,0.1410517650260688,0.5758969691736558,0.5809849275575879,0.623493039511594
1970-01-30,0.0042374251960902685,0.004312555090153413,0.004324764293283298,0.004358560537875955,0.00013963291315260862,0.004715263312485771,0.004588534371092369,0.2882821083264457,0.5755394726506226,0.5806711843178293,0.6232543726655287
1970-02-02,0.004305072609848225,0.004244622442585778,0.004393074269863325,0.0042902377660652725,3.2478948358216443e-05,0.004667326895078206,0.004536668770156809,0.26130641772641694,0.5751877201106248,0.5803395013194711,0.6230765030683652
1970-02-03,0.004305072609848225,0.004423938468283568,0.004370283115967201,0.004449657566956864,0.00010715746016119308,0.004626082214346456,0.0045135821194593985,0.4107040151200788,0.575136010808988,0.5800622933400466,0.6236166134393867
1970-02-04,0.004465043654743318,0.00460418891829453,0.004554612128049083,0.004449657566956864,0.00019809991371092276,0.004584837533614708,0.0044935736888549755,0.4107040151200788,0.575115893324835,0.5798359122130281,0.6241205528715932
1970-02-05,0.004465043654743318,0.0044680121483882005,0.004462304780514364,0.004470583569510527,0.0001266336440023453,0.00455835734285401,0.004479102933566309,0.4313053753635025,0.5751475440028148,0.5796620676506634,0.6246414438044051
1970-02-06,0.004486042015519487,0.004423938468283568,0.0045305830145402175,0.004470583569510527,8.117639869470541e-05,0.004530184145008379,0.004466561612316129,0.4313053753635025,0.5751926056115941,0.5795333286692974,0.6250886578222283
1970-02-09,0.004510152408805894,0.0047158837711957415,0.004600162693287158,0.004697104414518799,0.00036370689759640485,0.004515263659804568,0.004486758538063202,0.6293359637952637,0.5755376312884313,0.5795094828176923,0.6261286550235455
1970-02-10,0.004713346127454329,0.0047158837711957415,0.004690882913113235,0.004651869163489627,0.00011040116055684991,0.004505394667285075,0.0044980587779268645,0.5851351580679425,0.5757658633128167,0.5795427602100184,0.6266950220864222
1970-02-11,0.00469077603308713,0.0048517490663310125,0.004782555409564496,0.0049008510022568435,0.0001428940903822872,0.004513758764617961,0.004541998790025914,0.7289645651519824,0.5762766181521479,0.5796865440187847,0.6277906740522615
1970-02-12,0.0049177972329755865,0.004895480124187483,0.004965646462033637,0.0048553024877163896,3.896984451632966e-05,0.004513758764617961,0.004573833409050782,0.6839486401880309,0.5766258724490764,0.5798816864011428,0.628299885407864
1970-02-13,0.004872091220148418,0.004985434038068883,0.004965646462033637,0.005012874033891415,0.00027926932167201743,0.004533547218702841,0.004623033471157089,0.7572530388279858,0.5771046298678038,0.5801476223235011,0.6290017910869067
1970-02-16,0.005030207619406094,0.005030130667715632,0.0050563666818597116,0.005080257015168251,0.00011040116055684991,0.004561605714171445,0.004674914725142497,0.7839830870476046,0.5775639430945081,0.5804657327806548,0.6295190925564197
1970-02-17,0.00509782359849223,0.005143663221766082,0.00519358974354905,0.005170758843577723,0.00020459780060265087,0.004604564048415994,0.004732290299731836,0.8173732162762827,0.5780323824791299,0.5808276763121918,0.6299536898917047
1970-02-18,0.0052124029772783595,0.005233305660876423,0.0053092913535091775,0.005284598803577732,0.00010715746016119308,0.004682318495755772,0.004797628313460646,0.8538771036229504,0.5785325089042894,0.5812319549836814,0.6303734354667346
1970-02-19,0.005302871962778079,0.005345311988548693,0.00540064642441871,0.005351386584183131,0.00024679736404741585,0.004755023744458778,0.004863414163732262,0.8730788397695113,0.5789915301849627,0.5816606726707302,0.6306157440701898
1970-02-20,0.005415911042644999,0.005458221593057028,0.005514792649224367,0.005442201676103886,0.0005910210870690612,0.004839382754667832,0.004932883350780153,0.8971019503283699,0.5794438730483537,0.5821074096101476,0.6307944018342974
1970-02-24,0.005461019796707577,0.005413556110887386,0.005468321549915279,0.005397248362234868,0.00016561746998590334,0.004908775398722267,0.004986924883213981,0.8358508924070018,0.5797120308230923,0.5825263117908389,0.6305184250258956
1970-02-25,0.005415911042644999,0.005479339582534725,0.005514792649224367,0.005532045651139667,0.0002630403335933291,0.004988039329343734,0.005052247574544232,0.8788684264713703,0.5800629277454801,0.5829419256720837,0.6304858221068181
1970-02-26,0.005529861727994716,0.005458221593057028,0.0055603432144624414,0.005442201676103886,0.00043191548544210394,0.005059191507861781,0.005096538973483861,0.7650661725490536,0.5801870855709169,0.5833028973023244,0.6299440536588043
1970-02-27,0.005461019796707577,0.005524628014246483,0.0055603432144624414,0.005554819908409894,0.00018184645806459168,0.005138590787288142,0.005150369815175282,0.811360218267112,0.580391356771121,0.5836385323140659,0.6296928454777707
1970-03-02,0.0055740274419026755,0.005547272230102361,0.005651380859830246,0.005577594165680122,0.0005390729456033142,0.005203069581510694,0.005200146573705,0.8201916669075473,0.5805410572678075,0.5839413800741761,0.62936776556059
1970-03-03,0.005619733454729844,0.005636634341918752,0.005720611370481286,0.005690243724337257,0.0002143358925232253,0.005279110375337674,0.005258735689942216,0.8608473476846137,0.5807613467679058,0.5842341904226802,0.6292682463642196
1970-03-04,0.005709919528183179,0.005683168672714739,0.0058116807584032626,0.005737045292922842,0.0002695417158518609,0.005340345386337874,0.005315931498184136,0.8759388671131318,0.5809501382841766,0.5845117455291141,0.6291169932831581
1970-03-05,0.0058010172071193125,0.005794552050844892,0.005903670680396254,0.005849068324557412,0.0001721048707772136,0.005413119456467094,0.005380864532817579,0.9080801851095739,0.5811955907392139,0.584790093877142,0.6291248581360774
1970-03-06,0.00586929331431368,0.005794552050844892,0.005880308160525018,0.005781027489906885,0.00012340042970710976,0.005469371796209194,0.005427808408417892,0.8091635878350771,0.5812521378451606,0.5850257438787394,0.6287015114317701
1970-03-09,0.005709919528183179,0.005636634341918752,0.005651380859830246,0.005532045651139667,0.00012340042970710976,0.0055024565498391674,0.005434346629720954,0.5505444433992703,0.5809284143012885,0.5851400050362338,0.6274979620818167
1970-03-10,0.005551174435489091,0.005547272230102361,0.005629859408101037,0.005510806385074723,0.0001428940903822872,0.005527358435891959,0.005437100241271271,0.5334440285836,0.5806019814601096,0.5851565336335729,0.6265289606870575
1970-03-11,0.005529861727994716,0.005501983798390604,0.0055603432144624414,0.005532045651139667,0.0001850936538270556,0.005545479117414851,0.005442399551527217,0.5509642658041479,0.5803315229610098,0.585107716119836,0.6258810653216428
1970-03-12,0.005551174435489091,0.005479339582534725,0.005629859408101037,0.005532045651139667,0.00012989132586522367,0.005558708889581269,0.0054469922870823695,0.5509642658041479,0.5800808126622972,0.5850111517508284,0.6254076635272008
1970-03-13,0.005551174435489091,0.005479339582534725,0.0056055446116046155,0.005510806385074723,0.00010715746016119308,0.005563732853695097,0.0054480598109844965,0.5266032648945042,0.5798212432085109,0.5848743576987568,0.6250087931923015
1970-03-16,0.005529861727994716,0.005458221593057028,0.0055603432144624414,0.005442201676103886,0.00027603261200997477,0.0055670248119158005,0.0054395762450654235,0.4513531060888981,0.5794970581405926,0.5846905577444576,0.6245427378188594
1970-03-17,0.005369890683099624,0.005299712082065878,0.00540064642441871,0.005284598803577732,0.0001721048707772136,0.0055489041303929095,0.00541060946608309,0.3242793022358763,0.5790120157322899,0.5844322540527278,0.623804046175356
1970-03-18,0.005302871962778079,0.005345311988548693,0.00540064642441871,0.005351386584183131,0.00027926932167201743,0.0055422536865728225,0.0053946644960050465,0.40908174955415394,0.5786937166240341,0.5841525965651717,0.6235923269908156
1970-03-19,0.005369890683099624,0.005413556110887386,0.005445562138573328,0.005328925590424187,0.0005098411930075486,0.0055257113097578366,0.005377765121884095,0.3904215387772316,0.5783954363973481,0.5838604481660175,0.6234684817672653
1970-03-20,0.005347352023404246,0.005299712082065878,0.0053092913535091775,0.00519444156503067,0.0001201497385778456,0.005497652814289234,0.00534467526343551,0.2949486839125269,0.5779728384490285,0.5835297898338003,0.6230866624555573
1970-03-23,0.0052124029772783595,0.005165092686014836,0.0053092913535091775,0.00519444156503067,0.0001850936538270556,0.00546134492386477,0.005315997386113403,0.2949486839125269,0.577629810171719,0.5831865760174001,0.6229621770060189
1970-03-24,0.00523403003149094,0.005367364402339561,0.0053311302307801145,0.005351386584183131,0.00019483524111443368,0.0054331029045929236,0.0053126673600313165,0.49605793755486904,0.5775539380521482,0.5828946006821959,0.6234701976663357
1970-03-25,0.005415911042644999,0.005458221593057028,0.005514792649224367,0.005442201676103886,0.00027926932167201743,0.005403307815136116,0.005322236120906,0.5806568235420152,0.5776035877060353,0.5826724095328091,0.6241620957735963
1970-03-26,0.005461019796707577,0.005524628014246483,0.005491398386798959,0.005510806385074723,0.00039618934132143116,0.005383519361051236,0.005339937800298309,0.6362929057421316,0.5777225832009232,0.5825219529531337,0.6248733315991234
1970-03-30,0.005529861727994716,0.005458221593057028,0.005491398386798959,0.0053741608414533595,0.00018833735422270898,0.005371957361446806,0.0053365390813887225,0.49745668224294604,0.5776318115480368,0.5823807656079624,0.6249652344526705
1970-03-31,0.005415911042644999,0.005458221593057028,0.005514792649224367,0.005442201676103886,0.00013963291315260862,0.005366933397332977,0.0053429249460824205,0.5583046186639331,0.5776397468920595,0.5822696360179407,0.6252632518853171
1970-04-01,0.005461019796707577,0.005434362625594025,0.005514792649224367,0.005442201676103886,0.00023704529065961307,0.005360354068986649,0.0053484593621502905,0.5583046186639331,0.5776378269384596,0.5821802919283598,0.6254792513462863
1970-04-02,0.005461019796707577,0.005458221593057028,0.0055603432144624414,0.005510806385074723,7.467851180297731e-05,0.005358798704754147,0.005362664609376695,0.6221157390771688,0.5777160287040353,0.5821267553355568,0.6258342764706202
1970-04-03,0.005529861727994716,0.005591657384978052,0.0055603432144624414,0.005532045651139667,0.0006332521088150625,0.0053603540689866475,0.005377888670551918,0.6411975340227934,0.5777954799709806,0.5821021513629094,0.6261211383848109
1970-04-06,0.005551174435489091,0.005479339582534725,0.0055603432144624414,0.005532045651139667,0.00019809991371092276,0.005366933397332978,0.005391082856903777,0.6411975340227934,0.5778478162751811,0.582094473593454,0.6262889587557795
