Date,Open,High,Low,Close,Volume,SMA_14,EMA_14,RSI_14,MACD,MACD_signal,MACD_hist
1999-02-10,1.4349579955412735e-05,1.6208724739101016e-05,1.7849991329420372e-05,1.7740790273181062e-05,0.004062799109850969,2.1233050336899577e-05,1.882224229978493e-05,0.3630386001562347,0.39037230055875205,0.3488240582895025,0.464551268717986
1999-02-11,1.3254639808751307e-05,3.132627820418149e-05,2.1249989677881387e-05,3.214935532364181e-05,0.003608210573301428,2.1319023069717893e-05,1.9759923376597177e-05,0.5662278575711884,0.3903823682237028,0.3488228377795546,0.46458352093207145
1999-02-12,2.9745553545277592e-05,3.5689077907133656e-05,3.794296954870983e-05,4.2080816378136815e-05,0.0030228165697297623,2.0736456147926468e-05,2.1978120999647153e-05,0.6574777429993388,0.3904007728009875,0.34882620105075424,0.46462869665775614
1999-02-16,4.079877725582463e-05,4.53653867988693e-05,2.6788367067768567e-05,4.320444001803931e-05,0.005763305616952489,2.1404596435956353e-05,2.405957871901504e-05,0.666856458902855,0.39041642861538556,0.34883258320653043,0.46465844945290613
1999-02-17,3.4142137180708686e-05,3.352370389726306e-05,3.3516354641111314e-05,3.321066277715248e-05,0.0018351980357259234,2.132163710551304e-05,2.4449148812954844e-05,0.5208248793042646,0.3904183031188876,0.34883813092683824,0.46465022562489106
1999-02-18,3.4142137180708686e-05,3.352370389726306e-05,3.461011484250517e-05,3.540380608117539e-05,0.0019608091865304525,2.148646658481836e-05,2.509715877217221e-05,0.5459740327805102,0.39042190969496193,0.34884341951017506,0.4646476716851763
1999-02-19,2.9745553545277592e-05,3.7853980568721745e-05,3.576226081977417e-05,4.2080816378136815e-05,0.002083855893015271,2.281701080454987e-05,2.660372500914551e-05,0.6177988488460694,0.39043144993900847,0.3488498999041013,0.46465941764479374
1999-02-22,4.079877725582463e-05,3.998636019881634e-05,3.683120706642113e-05,4.320444001803931e-05,0.005593636960356843,2.398174528155294e-05,2.8068435527246937e-05,0.6293875438343797,0.3904398111659632,0.3488570557419668,0.4646660745224088
1999-02-23,4.297327647597225e-05,4.864549949688616e-05,4.016844070581638e-05,5.2075076690235995e-05,0.003781762223035021,2.6815904674286618e-05,3.0593259825921876e-05,0.7114915391735757,0.39045513167496787,0.34886639288825305,0.464687572536314
1999-02-24,7.711589431521768e-05,8.319155781892268e-05,6.696167325490788e-05,6.868789568260351e-05,0.016581479308248034,3.064492252339127e-05,3.513255447603077e-05,0.8105268800070764,0.39048370334332927,0.34888059961813384,0.4647355650048851
1999-02-25,7.273901767979235e-05,7.673408634847705e-05,6.25545202726011e-05,6.200122396139528e-05,0.004029126475151669,3.33078988775953e-05,3.8120284909822454e-05,0.7036091995946023,0.39049833628033565,0.3488954153530444,0.4647415670899059
1999-02-26,5.9535327675933965e-05,6.270440471943955e-05,5.3572355202346514e-05,5.2075076690235995e-05,0.004727210029278044,3.4805450939794806e-05,3.930486262415399e-05,0.5709547444169785,0.390498545612533,0.34890731730013824,0.46471285008207514
1999-03-01,5.1803454454162357e-05,5.4029710928046766e-05,4.68969148272914e-05,5.3121408936164135e-05,0.0025008768248183984,3.688335525457037e-05,4.047957783075699e-05,0.5806649170895984,0.3904987520740483,0.3489168875400906,0.46468986980469995
1999-03-02,4.74174453065392e-05,4.53653867988693e-05,5.133277414940347e-05,5.0950969979121185e-05,0.001528251531004958,3.9296618578232105e-05,4.119049501004014e-05,0.5504468627082888,0.390495641126572,0.34892381019094937,0.4646637763340985
1999-03-03,4.74174453065392e-05,4.434444641894335e-05,4.016844070581638e-05,3.762448444430168e-05,0.0017134529520141555,4.079101201384581e-05,3.992060489413803e-05,0.3976513531672959,0.39047847741452546,0.34892530122039966,0.4646102446686754
1999-03-04,4.187929764638427e-05,3.998636019881634e-05,3.576226081977417e-05,3.321066277715248e-05,0.0016163200207086105,4.087077641165056e-05,3.819537149806143e-05,0.3577345924375714,0.39045967804866083,0.3489220612762323,0.4645636182789138
1999-03-05,3.082943854559431e-05,3.6748197497943246e-05,3.9040135587029735e-05,4.320444001803931e-05,0.002155085046396302,4.0955224290255026e-05,3.811452915097406e-05,0.4845483041711424,0.3904546491593339,0.3489182835416294,0.4645583180535296
1999-03-08,3.4142137180708686e-05,4.434444641894335e-05,3.9040135587029735e-05,4.650913018165623e-05,0.002107172361611666,4.1203593996847e-05,3.851215895237857e-05,0.521321986785935,0.39045357762620464,0.34891500869343134,0.46456327428017846
1999-03-09,4.187929764638427e-05,4.756469788508091e-05,5.02253906003054e-05,5.3121408936164135e-05,0.0039242334965334524,4.2700020571412474e-05,3.9792567981884955e-05,0.5900743889784942,0.390459025132787,0.34891367330135764,0.46458238870449925
1999-03-10,5.070130442945004e-05,4.756469788508091e-05,5.02253906003054e-05,4.983217705134206e-05,0.006352585583143713,4.378440975376735e-05,4.0436750356952026e-05,0.5441599374699934,0.39045932095168584,0.34891267473986354,0.4645857083581604
1999-03-11,4.187929764638427e-05,4.215597634322955e-05,4.466171270753899e-05,4.098521086855003e-05,0.001486806080222057,4.3702067626220104e-05,3.9742983176118366e-05,0.43559850360290403,0.3904498535179212,0.34890964353160053,0.4645656754879409
1999-03-12,3.747310084021864e-05,3.4592721802005444e-05,3.794296954870983e-05,3.762448444430168e-05,0.002515124892504085,4.3282696411362046e-05,3.866609463807251e-05,0.3994388511395385,0.39043849473308395,0.34890454023768835,0.4645452539255089
1999-03-15,3.747310084021864e-05,3.998636019881634e-05,4.466171270753899e-05,4.5423186096316256e-05,0.0029852808374193126,4.2782762065539536e-05,3.883649515867869e-05,0.5042710538433323,0.39043727615513124,0.34890017026983366,0.46455248126375653
1999-03-16,4.187929764638427e-05,4.1078474169401926e-05,4.1276797351179036e-05,3.873313287662165e-05,0.002171929331854943,4.0531460043018954e-05,3.803737211684013e-05,0.4257356746664907,0.39042909475788035,0.34889474517549546,0.46454208240241346
1999-03-17,3.638296727892448e-05,3.6748197497943246e-05,3.9040135587029735e-05,3.9851925804400734e-05,0.0014362842109280972,3.886679122019337e-05,3.750313493131238e-05,0.4418234919757319,0.3904235933727743,0.3488891079093361,0.4645399913305055
1999-03-18,3.638296727892448e-05,3.7853980568721745e-05,4.016844070581638e-05,4.320444001803931e-05,0.001297718696593301,3.8200103174271915e-05,3.751459079312489e-05,0.49148788539419747,0.39042255481456606,0.3488843532111639,0.46454868953140227
1999-03-19,3.747310084021864e-05,4.1078474169401926e-05,4.5765203871578703e-05,4.320444001803931e-05,0.0029101408767559065,3.745477621817967e-05,3.752451920669573e-05,0.49148788539419747,0.3904215720059534,0.3488803177127722,0.4645557776472932
