ticker,dqn_final,buy_hold_final,random_final
SPY.US,9169.03068757336,13177.16859502604,9719.764384172868
QQQ.US,6822.516643356277,15063.237488939752,15826.227403169163
AAPL.US,9874.756378811411,16715.747786337786,11927.089138847035
MSFT.US,9254.532414151186,14293.691715906005,13777.06276877989
TSLA.US,20703.27672252989,46947.44032066951,18493.505427944085
AMZN.US,11385.017698767506,15972.278861342742,11356.673489735365
NVDA.US,12190.956150788355,21455.27428783688,16672.83593266261
