ticker,dqn_final,buy_hold_final,random_final
SPY.US,8795.59755356106,9350.868653426376,11355.71920587215
QQQ.US,10020.111036097664,9028.25363632306,10476.126939703838
AAPL.US,8768.04672361981,9805.102544913612,9810.312272902027
MSFT.US,9938.477482894988,10265.904921263891,12786.801584721343
TSLA.US,6594.598291210281,5191.471261183389,7561.168381057753
AMZN.US,6393.530263445344,7015.3833369024305,5678.466885053065
NVDA.US,8271.438660892532,10287.819708402298,19369.18989606363
